0.000001,0.000951,0.000002,0.000001
0.000001,0.000626,0.000002,0.000000
0.000002,0.000339,0.000002,0.000000
0.000001,0.000455,0.000003,0.000000
0.000001,0.000195,0.000002,0.000000
0.000001,0.000288,0.000002,0.000000
0.000001,0.000340,0.000002,0.000000
0.000001,0.000118,0.000003,0.000000
0.000002,0.000329,0.000002,0.000000
0.000001,0.000115,0.000003,0.000000
0.000001,0.000959,0.000003,0.000000
0.000001,0.001364,0.000002,0.000000
0.000001,0.001117,0.000002,0.000000
0.000001,0.000258,0.000002,0.000001
0.000001,0.000299,0.000002,0.000001
0.000001,0.000193,0.000002,0.000000
0.000002,0.000190,0.000002,0.000000
0.000001,0.000171,0.000003,0.000000
0.000001,0.000167,0.000003,0.000000
0.000001,0.000233,0.000002,0.000000
0.000001,0.000185,0.000003,0.000000
0.000001,0.000145,0.000003,0.000000
0.000001,0.000409,0.000003,0.000000
0.000001,0.000163,0.000002,0.000001
0.000001,0.000194,0.000003,0.000000
0.000001,0.000212,0.000002,0.000000
0.000001,0.000191,0.000002,0.000001
0.000002,0.000209,0.000002,0.000000
0.000002,0.000126,0.000002,0.000000
0.000001,0.000118,0.000003,0.000000
0.000002,0.000182,0.000002,0.000001
0.000001,0.000197,0.000002,0.000001
0.000001,0.000119,0.000003,0.000000
0.000001,0.000174,0.000002,0.000000
0.000001,0.000333,0.000003,0.000000
0.000001,0.000128,0.000002,0.000001
0.000001,0.000300,0.000002,0.000001
0.000001,0.000181,0.000003,0.000000
0.000002,0.000180,0.000002,0.000000
0.000001,0.000230,0.000003,0.000000
0.000002,0.000353,0.000002,0.000000
0.000001,0.000168,0.000003,0.000000
0.000001,0.000150,0.000003,0.000000
0.000001,0.000162,0.000003,0.000000
0.000001,0.000152,0.000002,0.000001
0.000002,0.000124,0.000002,0.000001
0.000002,0.000247,0.000002,0.000001
0.000001,0.000114,0.000003,0.000000
0.000001,0.000557,0.000003,0.000000
0.000001,0.000151,0.000003,0.000000
0.000002,0.000183,0.000003,0.000000
0.000001,0.000172,0.000003,0.000000
0.000001,0.000354,0.000003,0.000000
0.000003,0.000274,0.000002,0.000001
0.000002,0.000126,0.000003,0.000000
0.000002,0.000129,0.000003,0.000000
0.000001,0.000141,0.000003,0.000000
0.000001,0.000154,0.000003,0.000000
0.000001,0.000320,0.000003,0.000000
0.000001,0.000188,0.000003,0.000001
0.000001,0.000136,0.000003,0.000000
0.000001,0.000229,0.000003,0.000001
0.000001,0.000297,0.000003,0.000000
0.000001,0.000181,0.000003,0.000000
0.000003,0.000209,0.000003,0.000000
0.000001,0.000257,0.000003,0.000000
0.000001,0.000411,0.000003,0.000000
0.000001,0.000218,0.000003,0.000000
0.000001,0.000118,0.000003,0.000000
0.000001,0.000109,0.000003,0.000000
0.000001,0.000274,0.000003,0.000000
0.000001,0.000256,0.000003,0.000001
0.000001,0.000152,0.000003,0.000000
0.000002,0.000197,0.000003,0.000001
0.000001,0.000143,0.000003,0.000001
0.000001,0.000168,0.000003,0.000000
0.000001,0.000222,0.000004,0.000000
0.000001,0.000197,0.000004,0.000000
0.000001,0.000123,0.000004,0.000000
0.000001,0.000375,0.000003,0.000001
0.000002,0.000195,0.000003,0.000000
0.000001,0.000283,0.000004,0.000000
0.000002,0.000152,0.000003,0.000001
0.000001,0.000244,0.000003,0.000001
0.000001,0.000171,0.000004,0.000000
0.000002,0.000166,0.000003,0.000001
0.000001,0.000103,0.000003,0.000001
0.000002,0.000252,0.000004,0.000000
0.000001,0.000124,0.000003,0.000000
0.000001,0.000093,0.000003,0.000000
0.000001,0.000122,0.000003,0.000001
0.000001,0.000177,0.000003,0.000001
0.000001,0.000102,0.000003,0.000001
0.000001,0.000137,0.000003,0.000001
0.000001,0.000143,0.000003,0.000000
0.000001,0.000104,0.000003,0.000000
0.000001,0.000093,0.000002,0.000001
0.000002,0.000191,0.000002,0.000001
0.000001,0.000125,0.000004,0.000000
0.000002,0.000171,0.000003,0.000001

